Sensor_0,Sensor_1,Sensor_2,Sensor_3
101036.25,104344,101498.25,114030.25
101034.25,104345,101482.25,114040.25
101036,104338.25,101494.25,114025
101029.25,104337,101496.75,114032.25
101034.25,104341.25,101489.75,114037.5
101035,104347.5,101490.75,114034.25
101037.25,104337,101501.25,114033.75
101035.5,104337.5,101498,114021.5
101026,104335.5,101497.5,114027
101040,104348.5,101487.25,114021.25
101039.25,104339.25,101497,114033
101032.75,104344,101496.75,114037.5
101040.5,104343,101498.75,114029.25
101029.25,104344.25,101496.25,114041.25
101023.75,104328.5,101499.75,114039.5
101030.75,104335.5,101500.25,114026
101032.25,104330.25,101503,114024.75
101031.5,104340,101504.5,114026.25
101028.25,104339.5,101500.5,114027.75
101039.5,104341.5,101493.5,114034.75
101035.75,104340.25,101502.75,114040.75
101030,104347,101490.25,114039
101032.5,104339.5,101492.75,114034.75
101036.5,104337.5,101496.75,114028.25
101025.5,104339.5,101502.75,114037.75
101031,104348.75,101494,114025
101033,104331,101493.25,114042.75
101031.5,104340,101495.25,114036.5
101033.75,104338.75,101493.75,114028
101037.5,104342.25,101499.75,114033
101040,104341.25,101501.75,114034.5
101034.25,104329.5,101506.25,114032.25
101033.25,104347,101489.5,114023.25
101033.75,104343.25,101504.25,114034.25
101028.75,104338.5,101501,114036.75
101036.25,104339.75,101497.75,114023.75
101031.75,104339,101499.25,114024.5
101029.25,104343.5,101502.5,114028.75
101033.5,104344.75,101501,114025
101036.5,104339.75,101499.5,114036
101035.25,104337.75,101494.5,114033
101037,104336.25,101506.25,114040
101037.5,104340,101499,114030.25
101027.75,104343.75,101499.75,114040.5
101032,104335.25,101502,114029
101027,104335.75,101495.75,114035.75
101026.25,104339.5,101488,114027.75
101035.25,104342,101506.75,114029.5
101038.75,104341.75,101499.25,114031
101028.5,104335.25,101501,114028.25
101036.75,104336.75,101503.5,114032.5
101032,104342.75,101500.75,114030.5
101034.25,104338,101503.75,114036.25
101035.25,104343.75,101499.5,114029
101036.25,104340.25,101493.75,114034.5
101032.25,104337.25,101504,114031.5
101035.5,104338.25,101497.25,114032.75
101036.75,104340.25,101498.25,114013.75
101035.25,104344.5,101503.25,114028.5
101037.25,104342.75,101496.25,114025.75
101040.5,104344.25,101502,114030.25
101041.75,104338.5,101508.25,114035
101038.25,104343,101497,114024.75
101034.5,104337.25,101500.75,114025
101042.5,104350.5,101507.75,114033.75
101038.75,104340.25,101490.75,114027.25
101023.5,104338.75,101502.5,114026
101041.5,104344.25,101505,114029
101035.5,104337.75,101504,114026
101035,104345.5,101510.25,114034.5
101033.5,104344.5,101495.5,114029.5
101033.75,104338.25,101500.5,114027.5
101033.25,104337.75,101488,114037.25
101028.75,104344.5,101507,114039.75
101033.75,104341.75,101498.75,114023.25
101026.5,104333.5,101507,114023.75
101035.75,104340.5,101504.5,114026.75
101038.25,104336.75,101508.5,114025
101039.75,104342.75,101500.25,114031
101035.5,104345.25,101509.25,114025
101029.5,104334.25,101496.25,114030.75
101029.75,104332.25,101500.75,114019
101039,104346.25,101497.25,114024
101029.25,104341.75,101502.25,114029
101037,104339.75,101501.75,114030
101040.5,104338.5,101507.5,114029.75
101039,104336.5,101494.25,114036.75
101043.25,104342.5,101499,114031.25
101026.75,104340.75,101503.75,114030.5
101042.5,104341.25,101499,114035.5
101037.5,104347,101506.5,114030.25
101045.75,104339,101513,114037
101034,104335,101503.5,114026
101036.75,104332.25,101508.25,114026.75
101041,104335.5,101498.5,114032.25
101040.5,104340.25,101511.75,114033.25
101036.5,104338.25,101502.75,114025.5
101026.5,104337,101503.5,114029
101036,104343.25,101505.25,114023.5
101042.75,104340.75,101500.5,114019.5
101034.25,104342.25,101504,114035.75
101041.25,104345.75,101502.25,114033.75
101037.75,104343,101511.75,114024.5
101037.25,104344.75,101499.75,114036.25
101046,104338.5,101507,114030.5
101037.75,104341.25,101510.5,114034.5
101038.75,104340.75,101504.75,114034.5
101045.75,104340,101510.25,114031.75
101040.75,104341.25,101503,114032
101041,104336.5,101514.25,114025.75
101030.25,104339.25,101510.75,114031.5
101037.5,104335,101494.5,114035.5
101033,104346.25,101511.5,114025
101037.75,104339.5,101507.5,114030.75
101034.75,104339.75,101512.5,114030.75
101044.5,104338,101496,114026.75
101051.25,104343.75,101509.25,114022.5
101033.5,104334,101509.5,114027.75
101034,104335.25,101500.75,114028.25
101045,104334.75,101497.75,114031
101033.75,104345,101509.5,114074
101039.75,104340.5,101509.5,114218.25
101043.25,104350.5,101509,114416.5
101033.75,104337.75,101499.5,114664.25
101040.5,104326,101499.75,114929.75
101036.25,104342.25,101502.25,115213.25
101045,104338.25,101518.5,115514
101033,104332.25,101529,115783.25
101043,104334.5,101557.75,116108.75
101045.25,104331,101586.5,116539.5
101045.25,104327.5,101617.75,116972.75
101048,104322.25,101658.5,117430.5
101049,104340.75,101659.75,117950.5
101041.25,104332,101719,118512.25
101047.25,104333,101735.5,119011
101041.25,104332.75,101745.75,119533.5
101051.25,104332,101752.5,120042
101053,104333,101739.5,120553.5
101052,104324.75,101723.75,121052
101053,104331,101705.75,121579
101050.25,104317,101702.5,122172.5
101045.25,104318.75,101712.75,122813.5
101051.5,104322.25,101761.25,123556
101053.5,104311.25,101815.75,124346.25
101056,104319,101886,125126.25
101070.75,104322,101900,125870.5
101049.25,104325,102033.25,126754.5
101056.25,104329,102070.25,127564.5
101057,104315,102034,128286
101052,104312.75,101976,129021.25
101047.5,104319.25,101938.25,129747.5
101051.75,104318.75,101928.75,130489.25
101052.75,104294.25,101906.75,131255.5
101057.75,104293,101907.25,131700
101057.75,104299,101915.5,131615.25
101048.75,104294,101906.25,131569.25
101064,104293.25,101920.5,131543.75
101061.75,104304.5,101914.75,131515.25
101059,104300,101913.75,131494.5
101059.25,104303,101908.25,131466.75
101056,104302.75,101909.5,131451.5
101060.75,104290.75,101907,131436.25
101056,104300,101912.25,131414.75
101062.5,104306,101906.5,131392.5
101063.5,104309.5,101906.25,131388.25
101056.75,104296,101912.25,131369.5
101058.5,104297,101906.25,131357.5
101060.75,104299.5,101913.75,131354.25
101065,104300.5,101912.5,131346.75
101062,104296,101903.75,131342.25
101068.25,104286.75,101913.25,131339
101060.25,104299,101909.25,131321.75
101067,104301.5,101912.5,131326.75
101062.25,104291.75,101906.25,131314.5
101065.5,104298,101915.25,131312
101061.25,104296,101909.25,131312.5
101058.5,104293.5,101901.75,131295.5
101063.5,104310.5,101912.5,131290.25
101059.75,104297,101903,131292.5
101060.75,104295.5,101900.25,131288.5
101052.5,104302.5,101907.5,131295.5
101070.25,104296.75,101911,131282
101063,104298,101907,131271
101059,104303.5,101902.5,131277.25
101069.75,104297,101895.25,131269.25
101056.25,104303.25,101907.75,131267.5
101061.25,104295,101906.75,131261.75
101063.5,104302.25,101902,131263.75
101062,104305,101909.25,131254.5
101058,104298.75,101909.5,131258.75
101062.25,104291.25,101898.5,131257
101052.75,104308.25,101903.75,131249.75
101058.5,104300.5,101912.5,131240.5
101063.75,104295.5,101910,131244.25
101072.5,104306,101906.5,131256
101056.75,104291.25,101902.75,131249.75
101060,104292.5,101902.5,131225.5
101060.75,104291.75,101904,131242
101057.25,104295.5,101900.5,131239.25
101069.75,104298,101905.25,131233.5
101065.25,104296,101895.25,131234.75
101060.5,104301.5,101908.75,131230.5
101067,104298.25,101907.75,131230
101065.25,104296.75,101896.75,131229
101060.25,104288.25,101910.75,131225.25
101068,104301.75,101900.75,131220
101059.25,104301.5,101900.25,131207
101064,104299.75,101899.25,131224
101066.75,104292.5,101903.5,131219.5
101066.25,104307,101903.75,131215.5
101059.25,104294.75,101904,131204.75
101075.25,104291.5,101905.5,131204.5
101059,104300.75,101903,131212.25
101067.25,104305,101892.5,131203.75
101065.5,104298.25,101896,131203.5
101068,104297.25,101901.75,131206.75
101060.75,104297.25,101896.25,131211.25
101068.25,104287.5,101900.75,131201.5
101068.75,104293.25,101909.75,131204.5
101069.25,104307.25,101903,131201
101065.5,104299.5,101899.25,131216
101058.5,104311,101897.25,131202
101072.5,104292.25,101900.5,131197
101058.75,104296.5,101899.5,131195
101056,104305.75,101894.5,131193.25
101072.5,104302.75,101901.75,131204.25
101068.5,104295.25,101893.75,131180.5
101068.5,104297.25,101900,131194.75
101060.75,104296.25,101896.25,131188.25
101064,104300.25,101895.75,131189.25
101074.75,104300,101895.75,131201.75
101060.75,104299.75,101898.75,131180.75
101062.5,104296,101901.5,131187.25
101065.25,104292.75,101899.75,131184.25
101059.75,104301.25,101896.5,131176.25
101056.25,104292.5,101899.75,131180.25
101059.75,104311.25,101896,131175.25
101063,104298,101906,131185
101071.5,104300.75,101896.5,131186.25
101064.5,104297.75,101896.5,131179
101065.75,104294.25,101898,131175.75
101065.5,104306,101905.75,131183.25
101064.5,104301.5,101898,131167.5
101063.25,104303,101900.5,131172
101068,104292,101901.5,131168
101065.5,104302,101903.75,131166.25
101073,104293.5,101912,131173.25
101069.5,104294,101906,131170.25
101065.25,104296.75,101909.5,131170
101061,104307.25,101893.75,131172.75
101066.25,104301.75,101908,131164
101071.5,104301.75,101898.25,131167
101068.25,104296.75,101904.25,131161.75
101064.5,104290.75,101908.25,131154.25
101068,104290.5,101899.5,131163.5
101068.25,104297.5,101895.25,131161
101064.5,104300,101896.5,131160
101068.25,104296.5,101898.75,131163.5
101061,104298.5,101895.5,131161.5
101067,104295,101900,131167.75
101065.5,104296.75,101908.5,131160
101070.5,104294,101899.25,131153.5
101065,104298.75,101904.25,131160.25
101074.25,104296.25,101890.75,131150.75
101072,104300.25,101895.25,131161
101068,104298.25,101895.75,131156
101073,104300.5,101908.5,131158.5
101062,104296.5,101894.75,131151.25
101068.75,104299,101899.75,131153.5
101058.75,104287.25,101904.25,131144.25
101077.25,104290,101890.75,131149
101067.25,104293.5,101894.75,131151.25
101067.75,104303.25,101906,131158.25
101064.25,104300.25,101905.25,131141
101068.25,104300.5,101902.25,131147.25
101079,104292,101897.5,131150.25
101062,104293.5,101901.75,131136.5
101073.25,104295.75,101897.75,131138.75
101062.5,104291.75,101908.25,131146.75
101065.75,104301.75,101897.5,131158
101072,104291.75,101890.25,131132.75
101064.25,104300,101898.75,131145.75
101069,104291.5,101910.25,131140.5
101066,104304.5,101903.75,131137.75
101063,104303,101892.75,131149.5
101077.75,104304.25,101898.25,131141.75
101067,104295,101898.25,131141.5
101072.75,104297.75,101903.75,131136.25
101068.25,104294.25,101895,130839.75
101056.5,104293.75,101896.5,129935.25
101062.75,104296.75,101928.75,129108.5
101052.5,104299.5,101968,128287.75
101060.25,104312,101995.25,127497.5
101057,104315.75,102056.5,126804.5
101055,104331.5,102050.25,126043
101056,104334,102036,125224.75
101055,104323.5,101999.5,124440
101064,104330,101913.5,123614
101062.5,104319,101791.25,122788.25
101060.25,104312.5,101673,122006.75
101068.5,104300,101611,121321
101054.25,104317,101595.75,120760
101060,104303.25,101592.25,120279.5
101047,104307.75,101615.75,119789
101051,104317,101658.25,119357.25
101054.75,104326.25,101710.25,119066.75
101047.75,104332.75,101750.5,118705.5
101051.25,104339,101783.5,118203
101060.25,104335.75,101780.75,117726.25
101060.75,104342.75,101775,117190.75
101058.5,104349.25,101746.5,116722.75
101044.75,104340.25,101677.75,116271
101055,104334,101597.25,115861.25
101053.75,104331,101515,115454.75
101049.25,104331.25,101474,115072
101055,104331.25,101427.75,114741
101046.75,104328.25,101422.5,114483.5
101039.25,104334,101434,114272.75
101046.75,104320.5,101460.5,114095.5
101043.75,104325,101493,113992.5
101053.25,104327.25,101508.25,113871.25
101051,104342.5,101523.5,113805.75
101047.25,104342.25,101512.5,113907.5
101050.5,104325.5,101515.25,114086.25
101061.5,104338.5,101506.75,114088.75
101044.5,104334.5,101512.5,114091.75
101042.5,104337,101500.25,114087.5
101044,104331.5,101508.5,114081.5
101051,104337.25,101507,114095
101052,104340.75,101503.5,114083
101056.5,104333,101507.5,114095
101047.75,104330.75,101509,114088
101046,104336,101502.75,114079
101053.5,104342.25,101509.5,114088.5
101054,104343.25,101505.75,114085
101047.25,104333,101509.75,114079.5
101052.25,104336.25,101502.5,114082
101048.25,104333,101503.5,114085
101045,104339,101507.5,114074
101043.75,104330.5,101511.5,114085
101051.5,104334.75,101508.25,114095.75
101048.5,104341.5,101504.5,114082
101044,104336.75,101504.75,114088
101053.75,104336,101506.5,114079.25
101043.25,104335.5,101511.25,114077
101061.25,104337,101497.5,114074.75
101056.75,104332.5,101519,114083.25
101058.5,104332.25,101510,114074.75
101049.25,104338,101504.25,114073.5
101047.5,104333.75,101501.25,114080.75
101054.75,104334.75,101514.5,114076.5
101052.75,104338.25,101507.25,114078.75
101048.25,104332.75,101518.5,114076.5
101060,104339,101506.75,114083.5
101053.75,104343.25,101504.5,114082.25
101054.5,104332,101512.75,114080.75
101051.75,104339,101513.5,114077
101050.25,104335.25,101516,114066
101052,104336,101512.25,114084
101052.5,104337.25,101517,114073.75
101048.75,104336.75,101512.75,114072.25
101060.5,104332.25,101518.25,114077
101049.5,104329.25,101508.75,114065.25
101047,104336.25,101520.75,114069
101053.25,104341.75,101518.75,114070.75
101048.5,104340.75,101515.75,114072
101053.25,104329.75,101514,114070.25
101058.25,104334.5,101512.75,114061.75
101054,104330.75,101506.5,114071.75
101054.25,104335.5,101517.75,114070.5
101052.25,104332.75,101515.25,114076.5
101062.75,104331.75,101516.75,114067
101055.25,104329,101511.5,114064.75
101055,104336.5,101510,114072.5
101050,104337.75,101515,114071.25
101047.75,104336,101509.75,114065.5
101056,104337,101511,114064.5
101054.75,104330.75,101522.25,114073.5
101049.5,104331,101516.75,114058.5
101057.5,104340,101514.5,114076.5
101055.5,104333.5,101513,114079.5
101052,104341,101509.5,114066.5
101049.5,104334.75,101510.75,114065.5
101055.75,104333.25,101514,114072.75
101056,104329.25,101520,114067.5
101053.75,104332.25,101519.75,114063.25
101059.25,104333.75,101513.25,114066.25
101052.5,104338,101525,114066.25
101056.5,104332.75,101519.5,114070.5
101049,104333.5,101521,114062.75
101061.5,104337.5,101519.75,114065.75
101051,104328,101517.5,114069.5
101058.25,104329.25,101516,114065.75
101058.25,104322,101514.75,114075.5
101050,104333.25,101508,114067.25
101050,104328,101523.75,114064.75
101049.5,104330.5,101514,114067.5
101045.75,104326.75,101518.25,114063.25
101054.5,104342.5,101511.25,114065.25
101060,104330.75,101516.5,114065
101063.5,104334.25,101511.75,114060.75
101056,104330.5,101518.25,114059
101051,104331.75,101520.75,114050.25
101057,104327.5,101514.5,114060.5
101057.5,104337,101519.75,114062.25
101047.5,104328.5,101524.25,114061.75
101051,104326.25,101513.5,114072.25
101047.75,104330,101516,114071.25
101058,104333.5,101517.25,114059
101052,104335.25,101519.5,114061.25
101067.5,104334.5,101516.5,114059.25
101057.75,104332.25,101517.5,114058.75
101051.75,104330.75,101522.25,114066.75
101052,104332.25,101519.5,114051.75
101053.25,104328.5,101515.75,114057.25
101053.75,104338.25,101512.5,114059.5
101058.25,104342.25,101522.75,114070
101058.5,104340.5,101521.25,114061.5
101063.5,104336.75,101519.5,114069.25
101062.75,104336.5,101525.25,114068
101053.75,104341.25,101517.25,114056.75
101058.5,104333.25,101524.5,114064.25
101050.75,104341.5,101519.75,114058.75
101051.25,104328.5,101525.75,114057.75
101057.75,104336.25,101517.75,114057.75
101057.25,104337,101528.25,114062.5
101049.25,104328,101533.5,114061
101052.5,104337.25,101527.25,114064.25
101053.75,104333.5,101525,114059.75
101052,104341.75,101519.25,114067
101058.5,104329.75,101523.25,114052
101055,104333.5,101525.75,114059
101060.25,104335.75,101521,114057.25
101057,104325,101520.25,114061.75
101055.25,104333,101520.75,114061.25
101062.25,104331,101518.75,114059.75
101059.5,104339,101518.5,114059.5
101049.25,104328.5,101523.75,114058
101058.75,104332.75,101523,114058.75
101051.75,104337.25,101533.25,114063.5
101053.25,104324.5,101524.5,114062
101064.25,104330.5,101515.75,114056.25
101060.75,104337.5,101523,114066.75
101050,104333.75,101522.5,114056.25
101054,104338.75,101517.5,114056.25
101065.75,104344.5,101522,114059
101056,104329.25,101519,114055.75
101059.5,104336.5,101520.5,114057
101068,104336.5,101524.5,114063.5
101052.5,104327,101517.5,114049.5
101060,104331.75,101523,114056.25
101067,104338.25,101523,114048.5
101059.5,104329.5,101520.25,114052.5
101068,104335,101521,114055.75
101054.75,104333.5,101526.25,114056.5
101060.75,104338.25,101525.5,114062.75
101062.75,104333,101522.25,114050.5
101060.25,104329.5,101518,114056.5
101063.5,104335.25,101520.75,114053.25
101061.25,104338.5,101528.75,114048.75
101058.25,104336.25,101519.25,114053
101062.75,104339.5,101520.75,114059.75
101062,104330.75,101531,114062
101054.5,104331.5,101516.5,114064
101061.5,104344.5,101526.25,114059
101064.25,104335.75,101524.75,114056.25
101065.25,104337.75,101519.25,114053
101059.25,104339,101519.5,114058
101062,104336.75,101532.25,114058
101051.75,104328.75,101517.75,114061.75
101059.5,104344.5,101517.75,114055
101068,104325.25,101524.75,114056.25
101064,104328.75,101531,114062.25
101061.75,104338.5,101527.75,114045.5
101058.5,104337,101528,114054.5
101062,104332,101524.25,114060.25
101055.5,104341.25,101527.25,114047.75
101064,104327.25,101525.25,114049
101057.75,104343.75,101524.75,114057.75
101060.5,104336.5,101527.25,114052.5
101050.75,104337.5,101525.25,114056.25
101056.75,104335,101526,114060.25
101054.5,104336,101524.5,114056.25
101055.5,104331.5,101523.75,114050
101057,104339.75,101522.25,114063
101053.75,104332,101522,114060.25
101054.25,104331.25,101525.75,114050.25
101048.5,104332.25,101516,114053
101057.25,104336,101527.75,114056.5
101068.5,104327.5,101525.75,114056.25
101057,104338.25,101524.25,114059.5
101057,104331.5,101529.75,114054.25
101058.25,104329.5,101523.5,114063.5
101069.25,104338.75,101525.5,114062.75
101062.25,104327.75,101514,114055.25
101056.75,104337,101523.75,114060.5
101059.25,104329.75,101526,114051.5
101075,104336.5,101521.5,114051
101058,104334,101530.75,114051.25
101062.5,104336.75,101522,114058
101050,104331.25,101524.75,114065.25
101051.75,104328.75,101527,114051.75
101059.25,104345,101521.75,114050.5
101063.75,104331,101531.5,114055.5
101059.75,104326.25,101530.25,114051
101063,104329.5,101524.25,114050.75
101055.5,104332.25,101523.75,114059.25
101057.5,104335.5,101522.75,114058
101057.5,104326.75,101529,114067.5
101066.5,104332.75,101526.25,114051.5
101069.75,104329.25,101523.75,114053.75
101062.75,104328.25,101523.25,114051.75
101056.25,104338.25,101527,114052.25
101061.25,104334,101533.75,114056.75
101057,104342.5,101525.75,114060.75
101067,104329.5,101529.25,114057.5
101059.25,104330,101527.25,114050
101061.25,104328.25,101526.5,114051
101055.75,104327.75,101534.75,114058.5
101054.25,104336.5,101534.25,114057
101057.75,104335,101531.25,114050.25
101057.25,104317,101531.25,114047.75
101065.5,104327.75,101532,114063
101058.25,104332.25,101525.5,114050
101070,104333.75,101532.25,114064.25
101053,104336,101527.75,114052
101066.25,104332,101521.75,114054.5
101062.5,104344.75,101528,114049.75
101067,104334.25,101534,114058.5
101064.75,104329.25,101529.75,114063.5
101065.25,104324.5,101527.5,114065.25
101064,104339,101527.25,114053
101059.75,104338.75,101528.25,114059
101052.25,104332.5,101525.5,114052.75
101064,104336.5,101519.75,114042.25
101066.25,104335,101527.5,114070.75
101064,104320.75,101530.25,114054.75
101070,104326,101528.5,114049
101067.25,104330.75,101532.5,114051.25
101055.25,104331.25,101518.75,114056.25
101060.5,104337.25,101530.75,114061.25
101072.75,104329,101529.5,114056.75
101058.5,104329.25,101520,114050.5
101071.5,104336.5,101522.5,114056
101065.5,104326.75,101524.25,114053.25
101065.25,104331.25,101532.25,114060.75
101063.25,104334.5,101522.25,114053.25
101066,104330.5,101522.75,114055.5
101064.5,104330,101533.5,114060.75
101068.75,104339.25,101526.75,114047.5
101068.25,104335.75,101523.5,114045.25
101067.5,104335.25,101532.5,114051.75
101063,104341.5,101529.25,114057.25
101065.25,104333.5,101528.25,114045.5
101064,104332,101530.5,114057.75
101057.75,104334,101530.25,114070
101070.75,104335.5,101532,114056
101059.5,104333.75,101523.5,114057.5
101065,104336.75,101531.75,114049
101065.75,104339,101522,114062.75
101065.25,104326.5,101536,114041.75
101064.25,104325.75,101533.5,114051.5
101057.5,104332.5,101530.25,114054.5
101070,104328.5,101530.75,114056.25
101064,104331.75,101532.75,114053.25
101065,104329.75,101529,114062.75
101066.5,104336.5,101532,114056.25
101061,104326,101526,114056.5
101068.25,104327,101532.25,114052.25
101070,104331.75,101524.5,114059.25
101072,104339,101528,114048.75
101057.25,104332.25,101529.75,114053.75
101071,104329.25,101529.5,114055.5
101065.75,104337,101528.25,114051.5
101066.25,104335.75,101535,114049.25
101060,104326.75,101541,114048.75
101061.5,104334.5,101528.25,114057.75
101062.5,104332.75,101534.75,114054.5
101072.25,104329.25,101529.5,114063
101064.5,104327.75,101524.75,114065.5
101064.5,104331,101531.25,114053
101066,104334.25,101534,114053.25
101069,104327.25,101529.5,114057.75
101061.75,104326.25,101524.5,114063.5
101066.25,104338.75,101527.25,114053.75
101076.25,104330.25,101528.25,114057.75
101064.5,104317.75,101524,114056.75
101067.75,104330.25,101536.75,114060.5
101069.75,104339,101535,114056.75
101066.75,104333,101540.5,114054.75
101070,104329.5,101528.5,114056.75
101058.75,104340.25,101528,114054.25
101070,104333.25,101533,114050.75
101072.75,104328.25,101533.75,114062.5
101071,104333.5,101532,114056
101073.5,104325,101528,114062.25
101058.75,104329.25,101526.25,114065.75
101071.75,104328.75,101533,114058.75
101065.75,104323.75,101529.75,114049.25
101064.5,104335,101537.5,114056
101070,104328.75,101534,114047.75
101070.5,104332.5,101529.5,114066
101070.5,104325.75,101529.25,114055
101058.75,104327.25,101533,114060.5
101070.75,104329.5,101529,114054.5
101072.5,104324.75,101529.25,114052
101072,104335.5,101528.25,114052
101071.75,104333.5,101539.25,114053.25
101065.75,104334.75,101534,114049.75
101070.75,104330,101536.75,114050
101070.25,104332,101530.5,114055.75
101061,104332.75,101530.25,114059.25
101066.75,104332.5,101532.25,114052.25
101064.5,104332,101533,114056.75
101058.75,104338.75,101530.75,114048.5
101071.25,104330,101530.75,114050.5
101070.5,104330.5,101531.5,114057
101064.75,104336,101531.5,114052
101064,104332,101522,114057
101067.75,104338.25,101530.25,114055.75
101071.5,104323.5,101523.5,114047.5
101065.25,104327.5,101533.25,114060
101066.75,104325,101536.5,114056
101068.75,104345,101535.75,114044.5
101073,104326,101532.25,114061.25
101074,104335.75,101544.25,114056.25
101064.5,104329.25,101530.5,114046.75
101059,104342.5,101533.75,114058
101062.25,104327.75,101531.75,114049.75
101064.5,104334.5,101531.5,114057.75
101073.75,104327,101530.25,114058
101068,104332.25,101536,114056.5
101066,104327.75,101533,114061.25
101069,104326,101536.25,114059
101061.5,104326.25,101532.25,114057.5
101069.25,104332.75,101529.25,114047.5
101075.25,104330,101538.75,114048.25
101067.5,104334.75,101536.25,114055
101064,104327,101535.75,114051.75
101071.75,104332.5,101537,114049.75
101061.25,104333.25,101531,114051.25
101064.25,104335,101534.25,114055.5
101073.5,104336.5,101532.5,114054.25
101076.75,104332.5,101522.75,114050
101060,104334,101532.5,114052
101076,104327,101536.5,114052.75
101069.75,104335.5,101528.75,114063
101072.5,104330.75,101536.75,114061.25
101069.25,104338,101529.5,114050.25
101082.5,104333.5,101532.5,114058.25
101073.75,104332.75,101523.25,114060.5
101071.5,104323.5,101531,114051
101069.5,104329.25,101525,114047.75
101071.75,104327,101537.5,114052
101068.75,104331.75,101523,114042
101072.25,104329,101530.5,114052.75
101071.25,104335.75,101524.5,114054.25
101071.25,104323.5,101535,114045
101076,104325.75,101542.5,114056.5
101081.5,104334.5,101536.25,114049.75
101076.5,104338.5,101538,114059.5
101069.5,104326.75,101539.75,114054.75
101061.5,104331,101532,114062
101065.75,104338.75,101535.25,114061
101067,104330.5,101536.75,114050.5
101067,104333.5,101532.75,114046.25
101075.75,104329,101536.5,114053.5
101066.25,104335,101534.75,114065.5
101077.25,104329.25,101530.75,114052
101080.25,104325,101543.5,114053.75
101078.5,104330.25,101536.5,114056
101067.5,104330.5,101536.75,114055.5
101068,104332.25,101534,114049.25
101073.75,104352.5,101523,114054
101070,104335,101535.75,114043.5
101070.25,104326.75,101539.75,114042
101082.25,104336.75,101537,114059.25
101077.5,104335,101537.25,114047.75
101064,104323,101529,114048.5
101065.75,104328,101538,114047.75
101072.25,104321.75,101532.25,114058
101072.25,104332.75,101533.25,114063
101070.5,104329,101547.5,114051.5
101070,104332.75,101534.75,114053.5
101072.5,104328,101539,114045.25
101071.5,104331.75,101542.5,114048
101062.5,104336,101540.5,114047
101071,104333.75,101537,114056.75
101077,104333.25,101535.75,114052.75
101064.75,104338,101538.75,114048
101073.25,104326.25,101532.75,114049.5
101069.5,104326.5,101528,114053.75
101069.5,104343,101533.25,114051.5
101067.25,104331.75,101538.25,114054.5
101062,104333.25,101538.5,114050.5
101070,104331.75,101535,114054.75
101071.5,104330.25,101533.5,114050.5
101072.75,104328.25,101533.75,114051
101072,104334.75,101535.75,114045.5
101077.25,104327.5,101531.75,114045.25
101064.25,104329.75,101537.5,114047
101077.5,104331.25,101542,114047.75
101065.75,104320.25,101535.75,114049.25
101065.25,104331.75,101535.75,114052
101067,104328.25,101530.5,114058.25
101071.5,104334.5,101536.25,114055
101072.75,104333,101530.25,114051
101075.75,104333.25,101539.5,114057.5
101063,104332,101541,114051.75
101075.5,104332.75,101532.75,114049.75
101077,104329.25,101533.75,114063.75
101068.5,104331.25,101534.25,114055
101068,104327.5,101537,114054
101070.75,104328.25,101535,114058.75
101074.75,104331,101534.25,114044
101071.25,104335.25,101534.25,114051.75
101084.25,104323.5,101536.75,114050
101077,104332.25,101528.25,114044.25
101076.25,104330.75,101530.5,114052.5
101075.5,104328.25,101539.5,114048.75
101068.75,104329.5,101530.25,114052.5
101070.75,104333,101535.5,114052.25
101076.5,104340.25,101543.25,114051.75
101075.5,104331,101533.25,114048
101075.25,104324,101536.75,114052.75
101073.75,104332.75,101539.5,114047.25
101071.75,104339.5,101542.25,114050.75
101075.5,104329.5,101536.5,114050.25
101073.75,104340.25,101539.5,114053.25
101076.25,104329.5,101526.75,114046
101066.5,104331.5,101535,114054.75
101077,104332,101547.75,114048.75
101079.25,104328,101541,114057.25
101083.5,104324.5,101536.75,114050.25
101069,104330.75,101533.75,114041.75
101078.5,104335.25,101544,114048.75
101067.25,104329,101540,114047.25
101081,104336.5,101539.5,114052
101080.25,104325.75,101551,114059.25
101075.5,104322.75,101545.25,114047.25
101074.25,104333.75,101533.5,114046.5
101079.25,104335.75,101536.5,114051.5
101074.25,104336,101531.25,114059.25
101081,104335.25,101536.75,114058.5
101076,104331.25,101544.25,114050.75
101066.5,104337,101536.75,114056.5
101072.5,104327.75,101533.75,114051
101071.25,104331.25,101534.25,114056.5
101079,104334.75,101537,114056.25
101079.25,104332.5,101534.5,114055
101078.75,104329.25,101524.75,114054.75
101072.75,104329.25,101533.5,114056.75
101072.5,104336.25,101536.5,114054.75
101073.75,104328,101541.5,114063
101075.25,104322,101540,114056.25
101070.25,104335.75,101537,114050.5
101073.25,104333.25,101539,114057
101071.75,104335.25,101543.75,114047.5
101081.25,104334,101533,114059
101085.75,104342.25,101535.5,114061.25
101071.75,104326.25,101537,114048.5
101084.25,104334.5,101542.25,114048.5
101079,104335.75,101534.75,114060.75
101077.25,104334.5,101535.5,114053.75
101075.5,104338.25,101533.25,114053.5
101081,104328,101538.75,114042.75
101081.25,104329.75,101548.5,114053
101086.25,104330.75,101540,114056.75
101073.25,104333.25,101534.5,114055.75
101074.5,104337.75,101534.25,114049.25
101082.75,104327.5,101539.5,114049.5
101077.25,104316.5,101542.75,114049.25
101081.25,104339.25,101540.75,114039.75
101076.75,104332.75,101536.25,114056.25
101070.5,104336.25,101536,114055
101080.25,104337.75,101537.25,114063.5
