Sensor_0,Sensor_1,Sensor_2,Sensor_3,x,z,time
98106.5,103769.75,107963.75,100172.75,0,0,4.417191029
98125.5,103782.25,107962.25,100154.75,0,0,4.432607412
98148.5,103780,107964.5,100147.5,0,0,4.447077513
98111.75,103787,107956.25,100169,0,0,4.463064671
98096.5,103768,107962.75,100164.75,0,0,4.47944665
98119,103808.75,107956.5,100185.25,0,0,4.494263649
98129.75,103769.25,107969.5,100156.25,0,0,4.510783672
98117.25,103785.5,107976.25,100148.25,0,0,4.526734829
98122.5,103801.75,107939,100159.75,0,0,4.542726755
98126.75,103770,107961.5,100176.25,0,0,4.556951284
98118.25,103787.5,107957.25,100165.5,0,0,4.574405193
98137.25,103795.75,107961.5,100181.25,0,0,4.590147734
98114.75,103791.75,107960.25,100179.25,0,0,4.606091976
98115.5,103790.5,107958,100133,0,0,4.622010469
98119.5,103794.5,107951,100164.25,0,0,4.637752533
98125,103808.25,107972.5,100157.75,0,0,4.653220415
98119.5,103826.5,107966.25,100169.5,0,0,4.668130636
98122,103798.5,107986,100180,0,0,4.683402061
98128.75,103791.25,107969.75,100166.75,0,0,4.698979139
98117,103769.25,107963.25,100145.5,0,0,4.713704348
98104.25,103766,107953.5,100176,0,0,4.728868723
98122,103798.5,107966.75,100156.5,0,0,4.74400568
98121.25,103753.75,107959,100143.5,0,0,4.759587288
98133,103770,107952.25,100163.5,0,0,4.77513051
98117.5,103763.75,107984.25,100135.25,0,0,4.790566206
98115.75,103760.75,107972,100165.5,0,0,4.806515455
98124.5,103784.5,107965.5,100142.5,0,0,4.821545362
98139.75,103806.25,107951,100159.75,0,0,4.836769342
98141.25,103806.5,107932.25,100155.25,0,0,4.852754593
98119.75,103776.5,107944.75,100152,0,0,4.867434502
98117,103777.5,107970.25,100134,0,0,4.884381533
98129,103808.75,107972,100176,0,0,4.898646355
98134.75,103783.5,107957.5,100155.5,0,0,4.915536165
98125.5,103788,107968.75,100147,0,0,4.931265593
98112,103776.75,107960.25,100143.25,0,0,4.946206093
98119,103778.5,107959.5,100171.25,0,0,4.962258101
98111.75,103800.5,107929.25,100138.5,0,0,4.979530096
98126.5,103815,107931,100154,0,0,4.995166063
98105,103791.25,107956.75,100168.25,0,0,5.00909996
98111.5,103781,107955.5,100149.5,0,0,5.026048899
98110.75,103767.5,107966.25,100161.75,0,0,5.041394234
98098.5,103775,107928.5,100123.5,0,0,5.057332039
98123.25,103783.25,107956.5,100167.5,0,0,5.073160172
98110.25,103792.5,107964.25,100169,0,0,5.088001728
98128.75,103775.25,107960.25,100168.5,0,0,5.102401495
98113.25,103777.25,107953.25,100174.5,0,0,5.118676186
98136.75,103790,107950.75,100148.25,0,0,5.133764029
98115.75,103787.75,107938.25,100139.75,0,0,5.150732517
98110.25,103783.5,107957,100151.25,0,0,5.166326761
98124.75,103771.5,107966,100161.5,0,0,5.180375338
98121.25,103778,107953,100151.5,0,0,5.197327852
98117.75,103764.75,107964.5,100154.5,0,0,5.211386204
98135,103797.75,107934.5,100146.75,0,0,5.228380203
98121.25,103801,107916.5,100169.25,0,0,5.243371487
98121.75,103803.5,107956,100163.75,0,0,5.259436131
98122.5,103787.5,107936.5,100163.25,0,0,5.275981903
98126,103781.75,107932,100157.75,0,0,5.289943933
98134,103801,107930.25,100178,0,0,5.306940794
98113,103792,107940.5,100143,0,0,5.321944952
98137,103797.25,107968.75,100173.25,0,0,5.337939978
98123,103772.75,107935.25,100136.25,0,0,5.353391647
98123.25,103793,107932.75,100148,0,0,5.368668318
98124,103789.75,107931,100164.75,0,0,5.383585215
98116.25,103785.25,107944.25,100178,0,0,5.399605989
98126.25,103788,107944.5,100188.75,0,0,5.414782047
98104.25,103771,107907.5,100154.5,0,0,5.431176186
98112,103794,107950.75,100156.75,0,0,5.446034908
98136,103789.25,107944.5,100160.5,0,0,5.4620471
98137.25,103776.25,107945.25,100175,0,0,5.477693558
98135.5,103793.5,107953,100190.5,0,0,5.492946386
98112.25,103798.75,107935.25,100161,0,0,5.507949829
98109.5,103792.25,107945,100143.75,0,0,5.524260283
98092.25,103793.5,107947,100165.5,0,0,5.539919853
98136,103791.75,107954.25,100165.25,0,0,5.5550313
98103.75,103781.75,107947.25,100160.25,0,0,5.570956469
98138.75,103780,107973.75,100140,0,0,5.584967613
98106.75,103803.5,107970.5,100187.25,0,0,5.600478649
98108,103802,107957,100146.75,0,0,5.616398335
98131.25,103787.5,107927.5,100148.5,0,0,5.630859375
98153.75,103823,107968.5,100192.25,0,0,5.646013021
98134.75,103782.75,107962.5,100169.5,0,0,5.661974669
98106.5,103802,107940.5,100129,0,0,5.676871777
98121.5,103762.75,107952.5,100158.5,0,0,5.693387985
98126,103780.75,107956.25,100189.75,0,0,5.708416939
98096.5,103772.75,107952.5,100187.25,0,0,5.724859238
98121,103774.75,107945.75,100143,0,0,5.740861177
98113,103773.75,107933.5,100157.25,0,0,5.756781578
98107.5,103797.5,107944.5,100169.25,0,0,5.771482706
98118.75,103776.5,107953.5,100134.25,0,0,5.786096096
98090,103780.75,107917.5,100191,0,0,5.802564383
98140.5,103802.25,107934.25,100181.25,0,0,5.817752838
98116.25,103783.5,107933.75,100187.75,0,0,5.833896637
98099.75,103778.5,107922.5,100178.25,0,0,5.849943876
98136,103788,107936.5,100151.5,0,0,5.864308119
98133.25,103776.75,107930.5,100163.25,0,0,5.880386114
98128.25,103806,107916.5,100158.25,0,0,5.895004988
98109.75,103777.75,107932.75,100158.75,0,0,5.910614729
98135.75,103775,107947.25,100189.75,0,0,5.926836967
98098.75,103770,107942.75,100177,0,0,5.942091942
98108,103788.25,107945.5,100163.75,0,0,5.957303286
98111.25,103778.25,107939.25,100184,0,0,5.972317934
98141.25,103798.75,107926.75,100176.5,0,0,5.988716841
98094.5,103786,107932.75,100166.25,0,0,6.004314423
98111.5,103784.75,107938.75,100142.5,0,0,6.019501448
98118.5,103782.5,107916.5,100163,0,0,6.035714626
98113.25,103800.75,107933,100153.5,0,0,6.050349951
98126.75,103807.75,107924,100166,0,0,6.066570997
98108.5,103775.25,107936.75,100155.25,0,0,6.081581831
98139.5,103809.75,107932,100155,0,0,6.096900702
98120.75,103806.75,107951.25,100163.75,0,0,6.113542795
98103.75,103771,107953.5,100136.75,0,0,6.129056692
98104.5,103791.75,107945.75,100159.25,0,0,6.143995047
98128,103789,107937.75,100165.75,0,0,6.159349442
98127.5,103789,107913.5,100160.5,0,0,6.173899412
98119.25,103799,107927.75,100154.75,0,0,6.205792427
98105.75,103788.75,107913,100162.5,0,0,6.267867327
98123.25,103795,107931.5,100153.25,0,0,6.328663588
98125.5,103816,107955.25,100147.5,0,0,6.391187668
98146.25,103776.75,107930.75,100150,0,0,6.439207077
98130.25,103783.5,107927.75,100148,0,0,6.503348112
98104.75,103787.5,107920.5,100165.25,0,0,6.566769838
98127.5,103784.25,107956,100142,0,0,6.629350662
98102,103795.25,107921,100151.5,0,0,6.675186872
98132,103791.5,107942.75,100157.5,0,0,6.736980677
98127.75,103791.25,107936.25,100173.25,0,0,6.799824953
98113.25,103809.25,107947.5,100178.25,0,0,6.862569809
98117.75,103781,107937,100153.25,0,0,6.924003839
98110.75,103766.25,107952.25,100168,0,0,6.972025633
98121.5,103807.75,107908.5,100163.25,0,0,7.033269882
98128.5,103777,107925,100158,0,0,7.094502687
98108.5,103804.25,107948.25,100153.25,0,0,7.155114174
98116.25,103782.25,107946.5,100152,0,0,7.218014002
98128.75,103765,107923.25,100142.5,0,0,7.278208494
98144.25,103769.5,107932,100146.25,0,0,7.326761961
98089.25,103781,107958.75,100189,0,0,7.387428045
98131.25,103787,107914.75,100166.25,0,0,7.448159933
98132,103781,107919.5,100147.75,0,0,7.510946035
98125,103792,107933.5,100157.75,0,0,7.572587013
98130.5,103795.25,107887.5,100163,0,0,7.636542797
98127.5,103772.25,107944.25,100145,0,0,7.68575263
98126,103791.25,107944.5,100169.25,0,0,7.747231483
98128.5,103793,107904.25,100158,0,0,7.810380459
98116,103798.25,107939.75,100152.5,0,0,7.872231483
98112.5,103803.25,107927.5,100136.5,0,0,7.920013189
98131,103786.75,107946.5,100184.75,0,0,7.978030443
98123.5,103778,107940.5,100160.5,0,0,8.040045023
98113.25,103787.75,107943.75,100177.5,0,0,8.102359533
98140.5,103800.25,107912.75,100158.75,0,0,8.16424799
98108.5,103798.75,107931.75,100142.5,0,0,8.215069532
98100.5,103787.75,107947.75,100141.75,0,0,8.288295507
98136.25,103784.5,107940.5,100136.5,0,0,8.334526539
98117.5,103820.75,107935.75,100131.25,0,0,8.397485733
98114.5,103772.25,107932.75,100147.25,0,0,8.459846497
98114.75,103792.75,107928.25,100159.75,0,0,8.522341013
98108.75,103784,107941,100149.75,0,0,8.571494818
98117.75,103793,107922.75,100155.25,0,0,8.633011103
98130,103806.25,107913,100164,0,0,8.69507122
98105.5,103813.5,107907.5,100141.25,0,0,8.757086039
98115.75,103824.75,107925.5,100135.5,0,0,8.820858002
98115,103799.75,107931.5,100119.75,0,0,8.869907379
